,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year,term_ 60 months,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w,application_type_Joint App,label
54596,20000.0,20000.0,20000.0,0.0839,630.34,70000.0,medical,20.81,0.0,750.0,754.0,1.0,12.0,0.0,16363.0,0.0,0.0,0.0,205363.0,32700.0,3.0,17114.0,0.0,0.0,179.0,8.0,8.0,4.0,0.0,1.0,3.0,2.0,3.0,8.0,8.0,11.0,3.0,12.0,0.0,0.0,1.0,100.0,0.0,0.0,289257.0,63081.0,16700.0,69612.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54602,3025.0,3025.0,3025.0,0.11470000000000001,99.71,35000.0,medical,26.65,0.0,670.0,674.0,0.0,9.0,2.0,2895.0,0.0,0.0,1232.0,16484.0,7100.0,4.0,1832.0,0.0,0.0,106.0,10.0,10.0,2.0,2.0,4.0,5.0,4.0,6.0,3.0,6.0,9.0,5.0,9.0,0.0,0.0,1.0,85.7,0.0,2.0,37798.0,16484.0,4100.0,30698.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54665,6500.0,6500.0,6500.0,0.053200000000000004,195.75,51000.0,medical,20.94,0.0,805.0,809.0,0.0,8.0,0.0,1520.0,0.0,0.0,0.0,172551.0,13000.0,6.0,21569.0,0.0,0.0,92.0,16.0,16.0,1.0,0.0,1.0,2.0,3.0,3.0,18.0,4.0,5.0,2.0,8.0,0.0,0.0,0.0,100.0,0.0,0.0,207412.0,28513.0,10000.0,41290.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54722,5000.0,5000.0,5000.0,0.0739,155.28,50000.0,car,27.49,0.0,745.0,749.0,1.0,13.0,0.0,4144.0,0.0,0.0,0.0,21753.0,40100.0,7.0,1673.0,0.0,0.0,198.0,2.0,2.0,0.0,0.0,5.0,6.0,7.0,8.0,4.0,10.0,11.0,6.0,13.0,0.0,0.0,4.0,93.3,0.0,0.0,68726.0,21753.0,36300.0,28626.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54749,8000.0,8000.0,8000.0,0.0789,250.29,77000.0,car,7.72,3.0,710.0,714.0,2.0,11.0,1.0,2731.0,0.0,0.0,290.0,258185.0,12600.0,3.0,23471.0,0.0,0.0,222.0,3.0,3.0,4.0,0.0,3.0,4.0,4.0,8.0,3.0,8.0,15.0,4.0,11.0,0.0,0.0,2.0,69.6,0.0,1.0,288268.0,11237.0,7700.0,11150.0,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54931,28000.0,28000.0,28000.0,0.1953,734.53,89000.0,medical,24.85,0.0,695.0,699.0,0.0,11.0,0.0,34102.0,0.0,0.0,0.0,237960.0,39300.0,4.0,21633.0,0.0,0.0,121.0,18.0,17.0,6.0,0.0,4.0,6.0,5.0,10.0,8.0,7.0,12.0,6.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,263985.0,80393.0,28300.0,62504.0,2016,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54951,10000.0,10000.0,10000.0,0.0697,308.64,38000.0,car,9.35,0.0,695.0,699.0,0.0,6.0,0.0,3132.0,0.0,0.0,1479.0,64404.0,11600.0,5.0,10734.0,0.0,0.0,143.0,8.0,8.0,1.0,0.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,6.0,0.0,0.0,2.0,100.0,0.0,0.0,80660.0,3802.0,8600.0,5795.0,2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55102,20000.0,20000.0,20000.0,0.0916,637.49,150000.0,car,11.68,0.0,735.0,739.0,0.0,6.0,0.0,29812.0,0.0,0.0,0.0,31122.0,34500.0,0.0,5187.0,0.0,0.0,203.0,70.0,36.0,0.0,0.0,3.0,4.0,3.0,4.0,1.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,54500.0,31122.0,29700.0,20000.0,2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55111,16000.0,16000.0,16000.0,0.1075,521.93,125000.0,car,4.23,0.0,665.0,669.0,0.0,7.0,0.0,15942.0,0.0,0.0,0.0,210380.0,19300.0,5.0,30054.0,0.0,0.0,122.0,5.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,6.0,7.0,4.0,7.0,0.0,0.0,3.0,84.6,0.0,0.0,219800.0,15942.0,15500.0,0.0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55184,2500.0,2500.0,2500.0,0.1999,92.9,23100.0,medical,35.74,0.0,700.0,704.0,0.0,9.0,3.0,12770.0,0.0,0.0,0.0,80866.0,20000.0,1.0,8985.0,0.0,0.0,138.0,25.0,8.0,1.0,0.0,1.0,6.0,1.0,1.0,4.0,7.0,8.0,6.0,9.0,0.0,0.0,1.0,100.0,0.0,0.0,101161.0,27070.0,500.0,15847.0,2016,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55194,6000.0,6000.0,6000.0,0.053200000000000004,180.69,75000.0,car,14.42,0.0,755.0,759.0,0.0,15.0,0.0,7910.0,0.0,0.0,0.0,228201.0,42700.0,9.0,16300.0,0.0,0.0,211.0,1.0,1.0,1.0,0.0,5.0,7.0,6.0,12.0,10.0,12.0,23.0,7.0,15.0,0.0,0.0,4.0,100.0,0.0,0.0,272869.0,37423.0,21800.0,31190.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55237,19000.0,19000.0,19000.0,0.0975,610.85,156000.0,car,15.27,0.0,690.0,694.0,1.0,9.0,1.0,7633.0,0.0,0.0,0.0,341063.0,10100.0,4.0,42633.0,0.0,0.0,277.0,84.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,14.0,3.0,3.0,2.0,9.0,0.0,0.0,3.0,100.0,1.0,0.0,366159.0,76229.0,9000.0,91059.0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55292,2000.0,2000.0,2000.0,0.1367,68.04,45000.0,medical,21.57,1.0,660.0,664.0,1.0,17.0,1.0,7361.0,0.0,0.0,0.0,57957.0,15900.0,2.0,3864.0,0.0,0.0,162.0,5.0,2.0,1.0,0.0,4.0,11.0,4.0,5.0,11.0,15.0,17.0,11.0,17.0,0.0,0.0,2.0,92.3,1.0,0.0,67805.0,35394.0,4800.0,28255.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55333,10000.0,10000.0,10000.0,0.0975,321.5,77000.0,medical,28.2,0.0,670.0,674.0,0.0,24.0,0.0,8169.0,0.0,0.0,0.0,134171.0,13500.0,5.0,5590.0,0.0,0.0,220.0,16.0,6.0,0.0,1.0,3.0,4.0,3.0,9.0,31.0,7.0,17.0,4.0,24.0,0.0,0.0,1.0,70.8,0.0,0.0,145567.0,134171.0,7800.0,132067.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55340,5000.0,5000.0,5000.0,0.0697,154.32,115000.0,car,14.94,0.0,705.0,709.0,1.0,9.0,0.0,16682.0,0.0,0.0,0.0,272477.0,23000.0,5.0,30275.0,0.0,0.0,266.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,10.0,4.0,10.0,2.0,9.0,0.0,0.0,2.0,95.7,0.0,0.0,310751.0,65792.0,16500.0,58751.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55343,10000.0,10000.0,10000.0,0.1199,332.1,72000.0,medical,25.4,0.0,700.0,704.0,0.0,8.0,0.0,21218.0,0.0,0.0,0.0,35157.0,25400.0,3.0,4395.0,0.0,0.0,90.0,23.0,19.0,0.0,0.0,5.0,5.0,6.0,8.0,6.0,6.0,11.0,5.0,8.0,0.0,0.0,0.0,100.0,0.0,0.0,74443.0,35157.0,25400.0,49043.0,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55367,11200.0,11200.0,11200.0,0.0839,352.99,50000.0,medical,24.36,0.0,740.0,744.0,1.0,13.0,0.0,3882.0,0.0,0.0,0.0,199856.0,28400.0,8.0,16655.0,0.0,0.0,369.0,3.0,3.0,5.0,2.0,5.0,8.0,5.0,10.0,8.0,9.0,17.0,8.0,13.0,0.0,0.0,4.0,93.3,0.0,0.0,236340.0,37351.0,22300.0,39940.0,2016,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55436,5000.0,5000.0,5000.0,0.053200000000000004,150.58,40000.0,medical,12.96,0.0,745.0,749.0,0.0,8.0,1.0,723.0,0.0,0.0,0.0,13439.0,15000.0,1.0,1920.0,0.0,0.0,55.0,21.0,21.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,4.0,5.0,1.0,8.0,0.0,0.0,0.0,100.0,1.0,0.0,44169.0,13439.0,14500.0,29169.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55447,9200.0,9200.0,9200.0,0.0916,293.25,72000.0,car,9.93,1.0,660.0,664.0,0.0,7.0,0.0,4971.0,0.0,0.0,0.0,206516.0,5900.0,3.0,29502.0,0.0,0.0,153.0,16.0,16.0,2.0,0.0,2.0,3.0,2.0,5.0,6.0,4.0,8.0,3.0,7.0,0.0,0.0,0.0,81.2,0.0,0.0,223830.0,21100.0,4600.0,25073.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55470,8000.0,8000.0,8000.0,0.1199,265.68,60800.0,medical,13.5,0.0,685.0,689.0,1.0,12.0,0.0,7516.0,0.0,0.0,0.0,137146.0,19000.0,4.0,12468.0,0.0,0.0,268.0,13.0,8.0,3.0,5.0,3.0,5.0,4.0,9.0,5.0,9.0,14.0,5.0,12.0,0.0,0.0,1.0,77.3,0.0,0.0,167100.0,26162.0,6700.0,20000.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55496,3500.0,3500.0,3500.0,0.0839,110.31,60000.0,car,33.28,1.0,730.0,734.0,0.0,10.0,0.0,10168.0,0.0,0.0,0.0,191381.0,27300.0,2.0,19138.0,0.0,0.0,306.0,33.0,6.0,1.0,0.0,3.0,4.0,4.0,4.0,10.0,5.0,5.0,4.0,10.0,0.0,0.0,2.0,93.7,0.0,0.0,254272.0,71364.0,23100.0,83872.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55539,10800.0,10800.0,10800.0,0.1446,253.89,80000.0,car,22.13,0.0,665.0,669.0,0.0,6.0,1.0,4638.0,0.0,0.0,0.0,28128.0,6800.0,5.0,4688.0,0.0,0.0,107.0,9.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,6.0,0.0,0.0,3.0,90.9,1.0,0.0,34456.0,28128.0,1800.0,27656.0,2016,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55550,14000.0,14000.0,14000.0,0.1199,464.94,70000.0,medical,19.87,0.0,665.0,669.0,0.0,12.0,1.0,9773.0,0.0,0.0,0.0,140817.0,17200.0,10.0,11735.0,0.0,0.0,148.0,5.0,2.0,4.0,1.0,5.0,7.0,5.0,13.0,17.0,9.0,20.0,7.0,11.0,0.0,0.0,5.0,97.1,1.0,0.0,166670.0,42768.0,9800.0,50824.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55617,15000.0,15000.0,15000.0,0.1367,510.27,45000.0,car,19.15,0.0,715.0,719.0,0.0,6.0,0.0,7930.0,0.0,0.0,0.0,20453.0,27400.0,4.0,3409.0,0.0,0.0,105.0,5.0,4.0,0.0,0.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,6.0,0.0,0.0,3.0,100.0,0.0,0.0,41400.0,20453.0,22400.0,14000.0,2016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55897,12475.0,12475.0,12475.0,0.1727,446.45,86000.0,car,5.71,0.0,665.0,669.0,0.0,9.0,3.0,3271.0,0.0,0.0,160.0,6820.0,4800.0,3.0,853.0,0.0,0.0,188.0,4.0,4.0,1.0,0.0,5.0,5.0,5.0,9.0,2.0,7.0,12.0,5.0,8.0,0.0,0.0,2.0,100.0,1.0,0.0,10051.0,6820.0,4600.0,4484.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56017,2000.0,2000.0,2000.0,0.1446,68.81,16500.0,medical,12.51,0.0,710.0,714.0,0.0,10.0,0.0,535.0,0.0,0.0,0.0,2305.0,17800.0,6.0,231.0,0.0,0.0,147.0,1.0,1.0,0.0,0.0,3.0,4.0,6.0,12.0,1.0,9.0,15.0,4.0,10.0,0.0,0.0,3.0,100.0,0.0,0.0,19800.0,2305.0,13300.0,2000.0,2016,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56063,7150.0,7150.0,7150.0,0.0649,219.11,65000.0,car,18.06,0.0,710.0,714.0,0.0,7.0,0.0,6358.0,0.0,0.0,0.0,190711.0,10600.0,1.0,27244.0,0.0,0.0,133.0,65.0,10.0,3.0,1.0,4.0,5.0,4.0,10.0,4.0,5.0,15.0,5.0,7.0,0.0,0.0,1.0,95.0,0.0,0.0,216176.0,40736.0,7500.0,36671.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56080,10000.0,10000.0,10000.0,0.1727,249.98,55000.0,medical,14.16,0.0,665.0,669.0,1.0,13.0,3.0,5807.0,0.0,0.0,733.0,197214.0,16500.0,7.0,17929.0,0.0,0.0,128.0,3.0,3.0,1.0,1.0,5.0,6.0,5.0,12.0,31.0,8.0,21.0,6.0,12.0,0.0,0.0,2.0,97.8,2.0,0.0,214710.0,118139.0,8400.0,117794.0,2016,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56149,9225.0,9225.0,9225.0,0.1727,330.14,80000.0,medical,23.73,1.0,685.0,689.0,0.0,10.0,1.0,5655.0,0.0,0.0,359.0,251216.0,10200.0,4.0,25122.0,0.0,0.0,82.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,6.0,13.0,4.0,7.0,4.0,10.0,0.0,0.0,2.0,76.2,0.0,1.0,287642.0,105439.0,7900.0,112485.0,2016,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56154,3000.0,3000.0,3000.0,0.1629,105.91,52000.0,medical,29.07,0.0,660.0,664.0,1.0,18.0,0.0,4525.0,0.0,0.0,2629.0,153694.0,11700.0,4.0,8539.0,0.0,0.0,123.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,16.0,4.0,5.0,4.0,18.0,0.0,0.0,3.0,73.9,0.0,0.0,173203.0,68087.0,3200.0,61133.0,2016,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56223,29400.0,29400.0,29400.0,0.21969999999999998,811.5,70000.0,medical,22.73,0.0,700.0,704.0,0.0,8.0,0.0,15807.0,0.0,0.0,0.0,61985.0,19100.0,3.0,7748.0,0.0,0.0,138.0,28.0,21.0,0.0,0.0,3.0,4.0,3.0,3.0,5.0,6.0,8.0,4.0,8.0,0.0,0.0,0.0,100.0,0.0,0.0,80628.0,61985.0,12300.0,61528.0,2016,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56267,5000.0,5000.0,5000.0,0.1199,166.05,30000.0,medical,25.24,1.0,660.0,664.0,0.0,12.0,1.0,7094.0,0.0,1.0,0.0,11038.0,29800.0,4.0,1104.0,0.0,0.0,258.0,12.0,12.0,1.0,5.0,2.0,5.0,3.0,10.0,5.0,10.0,15.0,5.0,10.0,0.0,1.0,1.0,72.7,1.0,0.0,43389.0,11038.0,23200.0,12925.0,2016,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56281,6000.0,6000.0,6000.0,0.0916,191.25,90000.0,car,17.27,0.0,680.0,684.0,1.0,10.0,0.0,10005.0,0.0,0.0,0.0,428719.0,15400.0,8.0,42872.0,0.0,0.0,258.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,6.0,9.0,5.0,9.0,4.0,10.0,0.0,0.0,5.0,90.0,0.0,0.0,426918.0,156964.0,15400.0,135725.0,2016,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56340,4450.0,4450.0,4450.0,0.1531,154.94,45000.0,medical,33.92,0.0,680.0,684.0,0.0,10.0,1.0,3316.0,0.0,0.0,1270.0,22618.0,14200.0,4.0,2513.0,0.0,0.0,107.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,8.0,7.0,8.0,3.0,10.0,0.0,0.0,3.0,93.7,0.0,0.0,60774.0,22618.0,1400.0,46574.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56358,10000.0,10000.0,10000.0,0.0975,321.5,80000.0,car,29.21,2.0,710.0,714.0,1.0,10.0,0.0,9444.0,0.0,0.0,0.0,71619.0,26000.0,5.0,7162.0,0.0,0.0,115.0,4.0,4.0,0.0,0.0,3.0,5.0,4.0,4.0,7.0,7.0,7.0,5.0,10.0,0.0,0.0,3.0,85.7,0.0,0.0,110603.0,71619.0,14500.0,84603.0,2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56386,11500.0,11500.0,11500.0,0.053200000000000004,346.32,98000.0,car,18.91,0.0,690.0,694.0,0.0,14.0,0.0,14273.0,0.0,0.0,0.0,373739.0,30300.0,10.0,26696.0,0.0,0.0,295.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,10.0,11.0,9.0,25.0,5.0,14.0,0.0,0.0,5.0,90.0,0.0,0.0,415086.0,67625.0,7300.0,56504.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56391,2500.0,2500.0,2500.0,0.0916,79.69,30000.0,car,5.96,0.0,705.0,709.0,0.0,6.0,1.0,5175.0,0.0,0.0,0.0,5175.0,14300.0,0.0,863.0,0.0,0.0,268.0,28.0,28.0,0.0,0.0,2.0,2.0,3.0,6.0,0.0,6.0,9.0,2.0,6.0,0.0,0.0,0.0,100.0,1.0,0.0,14300.0,5175.0,9700.0,0.0,2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56463,2000.0,2000.0,2000.0,0.1075,65.25,53000.0,medical,23.08,0.0,665.0,669.0,0.0,9.0,0.0,13184.0,0.0,0.0,0.0,32954.0,17820.0,5.0,3661.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,6.0,8.0,7.0,7.0,1.0,8.0,9.0,7.0,9.0,0.0,0.0,1.0,100.0,0.0,0.0,37590.0,32954.0,14820.0,19770.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
